Email,Gender,Age,Attendance (%),Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Total_Score,Grade
student2249@university.com,Male,22,75.58,94.58,57.95,57.58,93.46,8.54,77.47,53.41,F
student2250@university.com,Male,24,85.04,57.64,75.73,83.9,59.34,9.11,67.15,66.15,A
student2251@university.com,Male,20,92.78,62.3,99.88,86.41,72.33,3.98,90.76,89.6,B
student2252@university.com,Female,18,73.36,46.13,71.05,68.08,52.21,8.12,67.19,74.66,C
student2253@university.com,Female,22,91.75,94,96.18,89.24,52,2.81,82.21,84.74,D
student2254@university.com,Female,24,58.88,57.17,87.17,62,97.16,0.06,58.29,75.12,F
student2255@university.com,Female,22,57.96,55.54,87.75,84.6,90.53,8.55,77.94,98.91,B
student2256@university.com,Female,22,82.87,95.22,66.16,86.5,76.49,1.19,64.69,96.81,C
student2257@university.com,Female,22,93.51,88.33,63.19,98.43,76.27,0.18,58.24,64.06,A
student2258@university.com,Female,24,94.62,48.46,51.52,61.62,87.44,3.54,80.96,69.29,A
student2259@university.com,Male,18,82.19,86.16,97.84,54.69,67.08,3.79,81.93,71.57,D
student2260@university.com,Female,21,76.27,94.78,97.56,63.15,88.09,0.77,99.17,55.21,D
student2261@university.com,Female,23,66.57,44.71,84.82,56.14,74.25,8.14,83.46,70.2,D
student2262@university.com,Male,19,99,89.51,57.78,58.48,81.9,4.06,75.79,88.74,C
student2263@university.com,Male,24,65.98,72.85,54.71,66.71,98.24,4.9,95.63,92.34,A
student2264@university.com,Male,22,87.21,80.15,99.32,70.7,73.57,2.65,91.41,94.31,A
student2265@university.com,Female,19,76.6,69.57,43.99,95.19,70.92,5.12,77.44,50.73,D
student2266@university.com,Male,24,80.43,81.87,90.61,59.78,95.29,7.67,75.57,89.44,D
student2267@university.com,Female,19,69.67,42.05,61.33,98.59,95.13,9.06,97.1,75.13,F
student2268@university.com,Female,22,98.24,85.76,65.13,90.51,99.62,9.71,80.86,60.31,A
student2269@university.com,Female,21,78.58,42,89.92,94.07,77.54,4.27,85.69,74.94,D
student2270@university.com,Male,24,96.89,67.32,45.44,96.47,67.21,9.9,54.33,92.21,D
student2271@university.com,Male,19,50.38,49.06,61.25,87.66,62.02,2.95,85.92,71.71,D
student2272@university.com,Female,20,78.63,89.41,97.12,89.44,51.7,0.07,63.23,99.52,F
student2273@university.com,Female,19,85.86,58.82,81.94,71.89,86.34,7.68,55.78,80.83,A
student2274@university.com,Female,23,87.25,67.25,85.3,75.52,61.67,1.78,92.48,74.49,A
student2275@university.com,Male,22,95.25,65.73,85.45,96.62,80.33,0.52,84.56,64.74,A
student2276@university.com,Female,18,50.22,86.35,43.63,68.91,95.83,9.24,70.38,50.55,F
student2277@university.com,Male,19,50.02,68.87,52.19,52.1,97.51,7.92,71.57,80.53,C
student2278@university.com,Female,21,73.61,87.34,69.48,88.14,50.22,1.03,59.86,78.87,F
student2279@university.com,Male,20,51.46,44.41,62.09,78.66,65.85,7.77,50.48,75.84,B
student2280@university.com,Female,20,98.73,51.5,64.65,90.74,91.87,8.44,67.47,76.89,F
student2281@university.com,Male,18,61.1,73.09,86.89,53.78,76.82,9.05,57.42,92.18,B
student2282@university.com,Male,23,73.63,96.83,40.88,81.06,90.38,5.44,71.09,65.84,D
student2283@university.com,Male,18,53.06,44.49,79.63,62.39,92.67,7.03,91.69,77.51,B
student2284@university.com,Male,23,76.1,42.59,40.01,95.16,72.13,7.62,55.74,84,F
student2285@university.com,Male,19,69,49.39,43.78,55.5,67.95,6.89,54.59,60.49,C
student2286@university.com,Male,22,52.23,78.47,64.5,92.15,72.77,6.47,95.11,96.24,A
student2287@university.com,Female,21,66.76,63.94,90.46,54.43,82.64,5.48,87.26,86.86,F
student2288@university.com,Female,20,69.57,89.53,48.7,51.25,68.36,4.79,52.65,52.66,A
student2289@university.com,Female,18,99.5,44.32,73.28,61.75,88.75,9.96,53.98,93.26,B
student2290@university.com,Female,21,60.39,51.78,80.71,66.65,95.2,3.38,84.25,96.49,D
student2291@university.com,Male,23,77.24,58,53.77,81.33,64.12,0.88,68.52,89.68,D
student2292@university.com,Female,22,99.37,77.6,70.74,56.59,98.25,7.65,86.21,71.31,F
student2293@university.com,Male,20,89.6,81.11,94.68,71.87,81.14,2.14,70.22,99.72,B
student2294@university.com,Male,20,99.67,47.45,70.73,60.21,93.91,5.33,98.39,56.22,B
student2295@university.com,Male,23,98.41,96.63,49.44,92.77,55.2,0.96,84.72,76.83,A
student2296@university.com,Female,22,74.48,60.46,77.67,52.25,62.57,6.19,52.33,58.52,B
student2297@university.com,Male,20,84.82,82.79,75.53,67.8,66.05,9.44,66.53,71.97,C
student2298@university.com,Female,22,55.52,71.45,41.62,81.57,65.14,7.23,78.18,96.37,D
student2299@university.com,Female,20,72.06,53.37,45.44,95.65,58.59,2.15,57.09,89.71,C
student2300@university.com,Female,19,90.45,90.77,49.41,93.4,93.41,9.71,50.13,89.1,C
student2301@university.com,Female,23,75.27,89.09,48.18,94.76,70.93,3.07,53.97,67.69,A
student2302@university.com,Female,22,85.13,63.76,55.57,53.14,98.16,4.37,76.21,96.71,B
student2303@university.com,Male,21,87.29,75.32,67.25,92.05,79.17,4.98,81.61,68.41,A
student2304@university.com,Male,19,62.67,55.47,62.3,89,56.92,9.91,54.65,52,D
student2305@university.com,Female,24,93.78,81.39,93.44,95.12,77.3,0.69,83.26,81.89,A
student2306@university.com,Male,21,72.99,58.54,76.73,65.58,99.68,6.97,80.86,68.13,C
student2307@university.com,Female,23,60.51,90.64,92.57,95.59,78.26,3.62,96.99,57.69,A
student2308@university.com,Male,20,93.27,53.04,71.62,70.13,50.09,0.78,92.03,96.73,B
student2309@university.com,Male,24,70.89,40.89,45.39,81.7,96.65,9.35,97.16,81.86,A
student2310@university.com,Male,21,87.52,56.11,67.8,71.21,61.74,5.9,98.31,97.03,B
student2311@university.com,Male,19,77.4,51.46,89.32,71.38,84.43,7.54,72.04,79.15,C
student2312@university.com,Male,24,69.09,70.5,51.65,77.33,75.75,2.4,74.4,53.19,B
student2313@university.com,Male,24,90.49,52.22,45.47,67.8,66.27,7.62,64.08,51.5,B
student2314@university.com,Male,22,79.22,85.79,59.77,89.64,64.13,8.28,75.42,95.03,B
student2315@university.com,Male,18,69.53,54.48,63.33,81.68,96.44,4.31,57.54,51.94,B
student2316@university.com,Male,21,55.48,82.42,58.38,84.49,95.6,5.72,83.57,80.76,D
student2317@university.com,Male,18,94.77,74.71,48.11,61.55,75.66,9.72,51.25,64.9,F
student2318@university.com,Male,23,51.77,99.17,55.05,98.48,62.92,8.47,61.78,84.38,D
student2319@university.com,Male,21,93.16,99.99,80.94,83.01,55.12,4.45,60.4,64.24,A
student2320@university.com,Male,21,68,92.17,63.16,59.86,57.83,6.65,96.89,51.86,D
student2321@university.com,Female,22,81.97,85.6,77.95,87.52,76.11,7.84,57.25,86.54,D
student2322@university.com,Male,20,96.11,63.19,72.18,58.69,65.39,0.24,94.54,65.55,B
student2323@university.com,Male,19,57.59,85.2,72.94,53.17,52.1,5.88,56.22,77.54,A
student2324@university.com,Male,19,78.35,97.4,54.91,76.38,72.76,9.85,82.53,88.69,A
student2325@university.com,Male,19,88.22,41.4,71.29,77.68,87.31,9.47,65.99,85.14,C
student2326@university.com,Male,23,87.88,72.27,41.42,59.45,94.58,8.32,65.8,67.43,B
student2327@university.com,Male,24,76.28,53.08,65.9,67.42,79.26,1.06,99.91,87.39,D
student2328@university.com,Female,20,81.24,73.47,74.36,97.29,86.16,9.94,61.3,96.28,C
student2329@university.com,Female,18,87.88,67.99,50.92,64.25,68.2,6.1,60.13,80.5,C
student2330@university.com,Female,19,92.05,74.55,55.39,57.78,74.81,2.23,79.47,85.18,D
student2331@university.com,Male,18,88.09,73.06,53.17,99.63,86.48,6.74,87.04,93.3,A
student2332@university.com,Male,20,67.7,97.61,44.23,65.12,86.38,8.57,99.13,92.18,B
student2333@university.com,Male,23,99.84,73.13,60.87,84.01,71.23,1.12,85.07,67.58,B
student2334@university.com,Female,20,71.73,90.77,98.74,61.58,77.18,9.16,78.09,99.59,D
student2335@university.com,Male,22,51.22,59.19,61.23,77.51,96.19,9.2,70.46,51.43,B
student2336@university.com,Male,24,68.13,66.29,67.63,69.31,81.6,0.13,79.76,99.34,F
student2337@university.com,Female,19,56.39,68.22,79.19,98.08,82.13,9,80.04,62.3,C
student2338@university.com,Female,23,56.07,56.72,78.91,71.64,89.23,9.47,60.89,72.02,C
student2339@university.com,Male,22,64.08,62.79,96.99,79.21,55.76,0.38,83.56,94.18,F
student2340@university.com,Male,19,52.67,75.91,91.45,97.24,76.14,2.94,60.22,62.22,B
student2341@university.com,Male,20,84.43,74.81,87.64,99.46,97.97,3.73,74.5,61.24,A
student2342@university.com,Male,20,53.7,78.19,97.1,55.08,68.08,3.49,62.99,82.16,F
student2343@university.com,Female,21,60.16,61.11,53.85,91.72,64.75,7.59,65.64,85.27,F
student2344@university.com,Male,21,54.64,58.95,77.02,69.11,80.06,3.58,80.69,50.37,C
student2345@university.com,Male,20,53.16,76.7,93.23,79.74,61.06,9.57,53.22,72.52,A
student2346@university.com,Female,20,63.39,47.97,77.45,68.75,77.8,9.95,50.6,74.46,A
student2347@university.com,Male,18,78.59,55.18,98.65,70.06,57.78,3.17,56.53,63.59,B
student2348@university.com,Male,24,98.23,42.53,46.02,57.94,78.99,5.09,58.44,77.31,A
student2349@university.com,Female,18,93.78,44.36,66.36,78.64,80.12,5.58,59.89,57.73,B
student2350@university.com,Female,24,93.8,54.6,98.64,77.34,70.92,5.79,88.7,66.18,D
student2351@university.com,Male,22,58.8,41.17,62.77,59.47,69.14,3.74,72.34,85.66,F
student2352@university.com,Female,21,63.25,54.72,84.37,77.09,62.27,1.66,73.5,93.69,F
student2353@university.com,Female,21,53.82,79.3,41.82,98.66,66.55,0.55,82.22,79.47,B
student2354@university.com,Male,20,88.92,43.67,81.69,85.72,74.92,1.06,86.46,53.74,B
student2355@university.com,Female,20,53.49,66.2,96.08,74.05,62.38,9.01,50.18,83.94,B
student2356@university.com,Male,22,77.83,94.79,62.96,95.8,89.14,2.8,92.84,94.88,F
student2357@university.com,Male,23,62.39,87.48,41.28,78.77,85.45,0.77,99.42,75.22,B
student2358@university.com,Male,23,62.17,58.33,41.67,56.75,63.47,6.24,56.09,74.68,F
student2359@university.com,Male,23,99.54,95.49,93.52,77.38,54.87,0.75,82.55,99.57,F
student2360@university.com,Female,21,87.84,59.78,83.35,59.05,50.01,0.7,50.12,81.81,C
student2361@university.com,Male,18,91.85,44.35,46.4,88.38,79.84,6.22,52.45,90.3,C
student2362@university.com,Male,23,78.6,99.64,43.28,98.36,60.57,5.91,64.25,82.32,D
student2363@university.com,Male,19,93.55,92.2,88.29,68.04,50.63,0.41,92.32,61.05,D
student2364@university.com,Male,22,82.27,67.96,88.59,71.75,67.95,4.6,82.63,64.2,A
student2365@university.com,Female,23,97.31,79.98,47.23,71.07,98.1,4.36,72.29,83.29,B
student2366@university.com,Female,19,64.07,80.27,58.09,64.26,84.5,5.47,71.93,72.8,F
student2367@university.com,Female,23,79.77,51.67,86.8,89.71,92.89,7.38,73.3,70.22,A
student2368@university.com,Male,18,84.51,52,71.52,80.89,57.24,2.83,65.55,51.12,C
student2369@university.com,Female,18,69.65,68.17,97.4,53.2,53.66,4.33,93.89,94.22,F
student2370@university.com,Female,23,93.99,94.69,68.86,91.94,50.58,7.93,78.39,94.22,A
student2371@university.com,Male,19,98.99,40.6,80.62,59.35,97.78,9.23,74.2,73.05,C
student2372@university.com,Female,22,74.69,86.95,70.59,98.96,65.01,8.91,73.25,85.04,D
student2373@university.com,Male,19,69.53,43.45,96.58,68.83,72.98,4.78,96.79,58.89,B
student2374@university.com,Female,22,73.6,68.69,63.92,80.82,69.73,5.21,86.18,75.19,B
student2375@university.com,Female,23,92.64,78.27,53.79,53.89,86.52,5.29,57.24,71.94,A
student2376@university.com,Female,22,82.27,81.21,59.6,67.23,65.5,8.69,71.85,82.83,C
student2377@university.com,Female,20,52.24,43.51,91.17,90.12,76.77,8.4,64.42,73.48,A
student2378@university.com,Male,21,77.11,65.12,69.88,73.86,99.78,3.12,99.34,74.92,C
student2379@university.com,Male,24,50.87,75.03,61.26,95.23,72.2,1.63,70.77,64.79,C
student2380@university.com,Female,21,88.93,43.96,72.66,78.76,77.56,3.79,53.39,52.42,B
student2381@university.com,Male,18,66.42,48.11,47.99,96.43,75.13,2.88,70.56,95.85,D
student2382@university.com,Female,20,73.6,79.82,40.32,99.13,90.16,9.51,66.07,50.61,D
student2383@university.com,Female,21,89.93,71.3,56.84,72.69,63.34,2.66,79.98,64.07,F
student2384@university.com,Female,23,52.32,49.71,76.3,78.26,58.52,1.81,61.3,72.38,C
student2385@university.com,Female,22,57.93,72.11,82.7,91.75,87.7,8.99,51.8,65.95,B
student2386@university.com,Female,22,69.9,94.76,89.6,61.08,70.78,0.86,54.79,77.6,C
student2387@university.com,Female,19,61.5,40.94,95.6,93.08,95.69,2.6,64.16,73.08,F
student2388@university.com,Male,19,66.9,78.56,64.73,79.6,82.21,4.39,67.42,62.77,B
student2389@university.com,Male,22,99.91,44.42,84.43,86.28,78.22,5.95,91.72,54.4,C
student2390@university.com,Female,23,91.27,40.39,44.48,53.99,53.52,3.28,63.5,56.88,D
student2391@university.com,Male,22,94.2,49.04,43.45,88.31,86.52,4.96,51.57,74.32,D
student2392@university.com,Female,19,96.85,65.37,47.49,65.54,84.3,1.99,89.04,92.3,F
student2393@university.com,Male,21,67.05,88.14,66.91,90.26,82,5.74,93.45,55.03,D
student2394@university.com,Male,18,64.85,56.91,52.68,75.46,63.4,4.08,74.62,83.86,C
student2395@university.com,Male,19,61.7,77.54,57.22,63.73,97.34,8.49,64.25,89.6,F
student2396@university.com,Female,23,91.51,64.67,78.87,97.64,66.08,4.16,88.61,63.84,A
student2397@university.com,Male,21,83.98,54.06,61.51,88.25,57.61,4.44,50.44,83.41,F
student2398@university.com,Female,21,61.81,70.85,73.44,99.28,99.36,5.92,96.2,84.33,D
student2399@university.com,Female,21,68.85,87.85,64.74,68.22,87.31,1.23,93.28,85.39,B
student2400@university.com,Female,20,75.34,89.95,50.14,82.46,70.74,1.57,77.24,94.54,F
student2401@university.com,Male,20,76.41,90.79,44.44,80.58,96.8,7.9,63.88,69.93,C
student2402@university.com,Male,24,94.44,60.31,54.17,84.38,54.56,2.73,51.64,62.18,F
student2403@university.com,Male,21,69.03,87.61,43.46,51.92,54.38,6.85,99.99,77.19,D
student2404@university.com,Female,23,95.43,52.73,77.12,64.59,84.12,0.97,88.1,53.13,F
student2405@university.com,Female,22,72.07,84.31,87.74,95.47,58.9,8.22,66.94,66.7,C
student2406@university.com,Male,23,87.32,96.9,60.38,71.19,95.86,9.88,50.96,94.16,C
student2407@university.com,Female,20,96.51,40.82,63.23,98.03,92.02,3.74,81.96,76.6,D
student2408@university.com,Male,19,95.38,66.42,88.97,60.68,65.32,5.06,99.35,71.83,C
student2409@university.com,Male,24,52.85,78.87,53.36,99.87,94.44,4.43,85.35,63.28,D
student2410@university.com,Male,20,60.29,82.11,47.15,84.88,52.14,8.94,54.19,62.52,F
student2411@university.com,Male,22,73.85,50.57,70.07,88.82,77.43,0.1,70.11,61.83,F
student2412@university.com,Female,18,71.58,98.33,78.77,69.84,96.78,6.53,55.46,91.46,A
student2413@university.com,Male,24,82.04,76.92,75.98,95.35,92.77,6.52,95.61,99.25,D
student2414@university.com,Male,20,97.24,49.86,82.83,77.27,67.8,3.82,66.52,76.74,B
student2415@university.com,Male,23,55.62,41.23,43.41,84.05,59.14,2.19,86.67,53.99,D
student2416@university.com,Male,24,72.59,87,65.69,54.74,60.53,2.4,54.23,87.55,F
student2417@university.com,Male,23,59.62,44.78,54.31,81.58,75.73,8,56.42,93.85,F
student2418@university.com,Male,21,94.71,48.46,85.55,93.95,79.84,0.66,83.97,96.56,C
student2419@university.com,Male,21,98.23,74.49,92.36,58.91,51.64,5.64,92.17,81.44,A
student2420@university.com,Female,21,73.94,76.21,56.88,86.89,70.68,3.07,60.07,75.34,B
student2421@university.com,Female,24,55.2,81.21,45.71,51.27,91.52,2.65,70.92,81.03,A
student2422@university.com,Female,18,89.26,63.61,55.21,96.31,72.22,5.06,80.97,50.65,D
student2423@university.com,Female,22,84.86,86.43,46.24,99.15,58.46,8.98,89.81,82.77,D
student2424@university.com,Male,24,67.73,98.46,59.35,67.71,97.74,6.18,81.41,85.48,F
student2425@university.com,Female,19,94.37,56.27,72.29,55.35,63.31,7.89,54.77,86.1,C
student2426@university.com,Female,23,98.79,82.18,98.42,82.93,89.92,6.01,77.14,78.15,B
student2427@university.com,Female,23,77.89,95.71,63.96,51.49,59.69,6.98,94.23,85,C
student2428@university.com,Male,24,78.29,81.18,53.2,74.12,71.16,4.32,93.4,81.94,B
student2429@university.com,Female,24,64.88,80.87,50.01,63.59,74.52,9.26,79.25,55.78,A
student2430@university.com,Female,22,79.23,53.43,50.38,73.67,75.03,5.02,99.78,94.92,F
student2431@university.com,Male,18,71.98,72.11,51.56,50.91,75.82,5.52,55.26,81.14,C
student2432@university.com,Female,24,65.11,73.75,85.74,52.58,61.25,5.25,73.93,86.39,D
student2433@university.com,Male,21,53.36,82.01,43.66,50.8,75.8,3.16,88.76,67.14,F
student2434@university.com,Female,22,62.64,99.81,99.84,80.96,74.09,2.31,57.05,95.96,B
student2435@university.com,Male,19,59.89,42.02,71.36,78,60.44,0.74,98.64,75.13,F
student2436@university.com,Female,21,77.1,43.91,72.66,61.66,99.41,7.18,67.7,83.95,D
student2437@university.com,Female,19,80.08,44.68,61.45,82.33,93.28,2.89,67.51,97.61,D
student2438@university.com,Female,20,80.43,84.58,81.42,94.21,94.38,3.89,60.66,95.8,B
student2439@university.com,Male,19,69.41,48.18,68.29,63.87,84.28,9.2,64.4,82.24,F
student2440@university.com,Female,21,71.06,77.35,59.74,91.6,57.99,5.66,78.88,58.29,C
student2441@university.com,Male,20,91.71,59.48,55.91,83.13,78.4,0.97,71.47,97.53,F
student2442@university.com,Male,21,73.81,67.44,95.54,51.69,91.07,8,59.67,99.21,D
student2443@university.com,Male,23,99.39,52.94,57.46,68.76,51.94,2.56,90.46,55.17,B
student2444@university.com,Male,21,71.98,91.97,66.18,75.39,74.79,5.53,53.11,72.51,A
student2445@university.com,Female,20,82.48,75.17,61.02,86.58,69.81,5.1,91.73,77.41,A
student2446@university.com,Female,19,52.52,96.67,45.17,64.36,60.61,2.38,63.75,54.6,F
student2447@university.com,Female,23,82.67,74.48,51.16,99.14,68.91,1.16,74.8,59.48,D
student2448@university.com,Male,18,92.57,47.43,51.37,84.23,99.17,2.11,69.05,76.89,F
student2449@university.com,Female,18,97.12,50.25,81.62,68.64,86.16,0.97,78.53,98.15,B
student2450@university.com,Male,18,99.87,99.34,64.4,54.85,64.98,2.76,89.8,51.39,C
student2451@university.com,Male,18,64.11,83.53,86.92,59.07,80.27,9.97,99.47,95.62,A
student2452@university.com,Male,22,78.77,42.96,82.54,74.38,62.33,4.02,65.3,94.93,F
student2453@university.com,Female,18,72.54,82.23,51.52,74.73,80.54,8.64,77.69,92.86,D
student2454@university.com,Female,20,78.19,64.73,73.78,88.39,94.81,5.49,73.3,68.88,A
student2455@university.com,Male,24,57.87,58.43,84.57,86.31,77.84,6.67,99.95,74.54,A
student2456@university.com,Female,18,92.81,49.24,77.98,60.06,86.67,1.56,90.45,70.18,C
student2457@university.com,Female,21,95.48,90.39,76,79.75,72.67,2.75,69.85,97.38,F
student2458@university.com,Male,24,72.48,43.83,84.38,51.03,76.21,5.1,73.84,76.07,C
student2459@university.com,Male,18,64.02,57.39,43.41,69.93,84.75,8.81,62.3,54.03,D
student2460@university.com,Female,24,57.04,58.38,83.89,88.21,90.62,0.43,87.76,63.7,D
student2461@university.com,Male,19,84.19,49.65,56.36,69.98,82.97,5.07,92.26,73.1,F
student2462@university.com,Male,20,65.61,70.49,74.31,91.78,98.87,0.51,98.25,97.68,A
student2463@university.com,Female,20,95.48,40.7,54.54,98.81,90.99,4.57,78.29,78.45,B
student2464@university.com,Female,24,83.55,58.06,90.33,80.36,88.86,6.29,83.53,84.8,C
student2465@university.com,Male,23,82.28,96.02,68.83,57.25,92.26,7.45,72.3,54.43,A
student2466@university.com,Female,22,77.97,58.63,78.58,68.98,64.06,1.39,80.46,93.87,D
student2467@university.com,Male,21,52.29,61.63,87.64,50.47,71.6,1.67,67.44,76.95,D
student2468@university.com,Male,24,96.6,68.39,93.72,80.14,78.22,4.7,86.88,96.06,A
student2469@university.com,Female,20,81.4,73.7,83.92,91.08,73.12,9.98,51.14,72.27,A
student2470@university.com,Male,19,99.7,88.52,48.93,81.5,92.37,3.56,51.42,84.15,D
student2471@university.com,Male,18,76.87,51.42,91.27,89.3,51.35,4.28,85.81,73.54,C
student2472@university.com,Male,20,85.51,92.3,77.11,90,60.46,4.32,96.53,57.13,C
student2473@university.com,Female,19,52.81,85.45,76.57,92.55,94.09,0.81,81.61,63.6,A
student2474@university.com,Female,18,81.59,83.36,95.28,63.33,52.96,7.74,86.33,53.36,F
student2475@university.com,Female,22,88.23,45.21,54.93,93.56,61.35,2.53,91.2,72.01,D
student2476@university.com,Male,20,88.93,41.3,54.38,82.7,67.56,7.04,68.08,82.47,B
student2477@university.com,Male,20,88.51,75.64,70.79,64.49,87.54,4.75,55.41,62.19,D
student2478@university.com,Female,24,61.31,91.79,85.05,99.36,78.01,6.12,96.65,74.52,C
student2479@university.com,Female,24,98.77,75.07,66.83,97.51,97.73,0.54,96.93,72.95,C
student2480@university.com,Female,19,99.76,52.79,78.03,78.72,61.39,8.9,72.09,76.67,B
student2481@university.com,Male,23,53.78,45.43,67.15,92.16,93.61,2.44,60.86,59.23,C
student2482@university.com,Female,24,96.82,81.98,76.62,63.07,64.15,6.7,94.62,76.7,B
student2483@university.com,Male,21,64.47,83.31,89.34,70.8,62.27,7.98,85.42,68.21,C
student2484@university.com,Female,22,84.46,50.35,50.83,59.2,74.92,5.4,50.41,64.3,B
student2485@university.com,Male,21,66.91,41.69,81.72,76.01,53.56,3.37,55.39,79.3,F
student2486@university.com,Male,20,98.39,64.5,87.25,74.8,69.22,9.78,99.16,57.4,D
student2487@university.com,Female,21,55.08,74.96,66.83,60.64,67.78,2.78,51.91,95.03,C
student2488@university.com,Male,18,74.89,82.36,59.39,83.64,58.01,9.49,64.13,96.74,A
student2489@university.com,Female,22,71.4,88.6,40.81,55.89,93.04,1.56,77.42,83.03,B
student2490@university.com,Male,21,66.3,76.63,87.83,53.08,69.29,3.89,59.22,65.16,B
student2491@university.com,Male,18,82.28,46.65,59.68,69.25,99.1,1.38,61.6,81.3,B
student2492@university.com,Female,19,56.55,80.95,61.44,70.49,94.99,0.02,67.65,80.08,C
student2493@university.com,Male,21,85.83,99.05,60.16,65.99,59.74,2.6,63.48,69.56,D
student2494@university.com,Female,22,99.03,94.34,69.92,62.9,75.26,0.87,90.17,64.36,A
student2495@university.com,Female,18,90.23,92.3,82.15,66.94,80.09,9.86,75.01,58.42,B
student2496@university.com,Female,21,93,58.13,86.31,58.17,90.95,7.62,63.93,60.87,B
student2497@university.com,Male,19,67.98,85.05,63.55,70.17,94.28,0.04,65.65,82.65,B
student2498@university.com,Male,21,66.24,91.07,79.79,95.23,81.2,2.24,51.99,94.29,B
student2499@university.com,Male,18,75.85,80.7,83.24,61.22,51.76,6.7,52.47,69.25,A
student2500@university.com,Female,21,52.29,55.03,57.82,84.22,74.06,3.99,85.9,56.09,B
student2501@university.com,Female,22,97.27,97.23,45.8,57.09,94.24,8.32,55.65,50.64,A
student2502@university.com,Male,20,57.19,67.05,93.68,67.7,85.7,5.05,73.79,70.3,A
student2503@university.com,Male,18,95.15,47.79,80.63,66.06,93.51,6.54,92.12,61.63,B
student2504@university.com,Female,18,54.18,46.59,78.89,96.85,83.7,5.97,68.42,66.13,F
student2505@university.com,Male,18,91.13,78.85,43.53,71.4,52.2,6.38,67.29,62.08,A
student2506@university.com,Female,18,57.6,66.26,89.07,84.52,98.4,2.3,93.65,83.21,F
student2507@university.com,Male,21,51.91,45.67,73.96,80.12,95.9,3.73,93.24,81.93,A
student2508@university.com,Female,22,85.97,84.42,90.87,57.05,56.33,0.51,94.01,95.62,C
student2509@university.com,Male,19,64.01,87.96,98.47,96.98,55.63,5.88,78.6,84.99,B
student2510@university.com,Male,22,85.72,83.52,97.43,67.29,76.95,4.59,97.62,58.25,C
student2511@university.com,Female,18,77.75,52.14,91.37,52.24,87.85,7.61,90.95,87.58,A
student2512@university.com,Female,23,55.44,81.39,40.66,65.02,69.11,2.06,70.78,59.06,C
student2513@university.com,Female,21,96.61,40.64,93.14,66.78,56.82,4.37,81.48,77.93,B
student2514@university.com,Male,23,72.62,58.31,44.5,54.64,75.53,1.81,56.09,53.85,B
student2515@university.com,Female,21,86.72,63.93,91.07,81,66.88,6.14,77.57,52.37,A
student2516@university.com,Female,18,75.05,90.11,56.81,67.34,67.59,8.48,63.16,73.21,A
student2517@university.com,Male,21,80.22,63.42,76.6,81.46,82.25,7.65,64.18,55.25,F
student2518@university.com,Female,18,65.14,40.68,42.28,50.34,94.28,9.44,56.29,65.33,D
student2519@university.com,Female,22,60.02,61.14,86.27,99.1,77.93,9.72,67.91,66.94,C
student2520@university.com,Female,24,77.13,69.94,46.7,58.53,84.38,7.72,74.07,88.47,F
student2521@university.com,Male,20,72.01,96.94,64.64,82.97,83,2.87,80.02,66.63,C
student2522@university.com,Male,21,69.51,96.46,89.05,85.79,77.56,2.19,65.24,74.72,B
student2523@university.com,Male,18,83.63,50.85,81.72,58.58,65.54,4.48,89.61,88.63,A
student2524@university.com,Female,23,84.53,51.11,40.36,55.59,68.89,9.94,76.05,60.24,C
student2525@university.com,Male,18,52.3,49.8,64.18,57.63,65.79,4.13,81.9,90.24,D
student2526@university.com,Female,23,66.94,87.34,42.52,62.34,95.87,1.99,63.91,91.59,B
student2527@university.com,Female,21,70.59,40.36,80.41,58.41,91.33,9.44,90.71,99.44,B
student2528@university.com,Female,19,54.84,47.63,98.14,83.7,78.97,3.86,81.21,72.2,F
student2529@university.com,Male,23,61.8,72.28,79.32,71.04,95.61,6.91,93.12,68.53,D
student2530@university.com,Male,18,52.58,54.85,53.46,76.89,94.32,7.88,58,85.1,B
student2531@university.com,Female,21,99.81,45.54,61.31,52.37,96.38,8.43,69.03,52.91,D
student2532@university.com,Female,18,86.83,61.59,98.6,93.06,61.09,8.21,55.65,51.99,A
student2533@university.com,Male,19,54.37,56.45,53.44,58.53,85.88,8.36,60.78,66.75,D
student2534@university.com,Male,20,51.01,70.67,73.69,68.01,80.46,6.68,69.73,86.48,F
student2535@university.com,Male,24,85.96,98.75,64.03,53.6,86.69,4.04,94.73,55.82,F
student2536@university.com,Female,24,71.96,47.46,86.1,56.84,63.17,6.67,77.85,81.78,C
student2537@university.com,Male,19,89.34,62.36,92.04,83.29,84.74,8.37,66.52,63.48,A
student2538@university.com,Male,22,96.17,95.92,60.45,84.63,70.49,3.51,87.34,82.58,A
student2539@university.com,Male,21,79.97,92.61,79.62,83.85,91.7,2.97,50.98,72.85,D
student2540@university.com,Female,19,59.36,63.66,72.94,77.61,89.77,3.44,68.5,55.76,F
student2541@university.com,Male,20,89.11,81.94,56.71,97.63,60.57,5.51,80.04,62.36,F
student2542@university.com,Female,18,97.79,45.27,56.32,75.36,59.19,0.52,79.16,60.99,F
student2543@university.com,Female,21,79.01,82.75,72.32,72.47,85.89,7.79,80.38,58.23,A
student2544@university.com,Female,23,84.1,98.37,49.24,62.38,77.52,1.39,60.58,73.42,F
student2545@university.com,Male,19,66.87,72.25,88.65,54.94,77.86,1.33,66.85,97.73,C
